CP,region,code,Local_athority,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,Road.Name,RCat,CP.Location
942019,Wales,NULL,"Rhondda, Cynon, Taff",293800,206306,51.74535729,-3.539651336,U,NULL,UR,NULL
942047,Wales,NULL,Monmouthshire,346330,209670,51.78310616,-2.77941615,U,NULL,UR,NULL
942079,South West,NULL,Gloucestershire,382086,214107,51.82529345,-2.261330626,U,NULL,UU,NULL
942091,West Midlands,NULL,Staffordshire,385930,292098,52.52657179,-2.208817639,U,NULL,UU,NULL
942095,South West,NULL,Gloucestershire,387485,201009,51.70767738,-2.182517083,C,NULL,CR,NULL
942101,South West,NULL,Gloucestershire,389328,215873,51.84135817,-2.156307037,U,NULL,UU,NULL
942119,West Midlands,NULL,Dudley,394414,288702,52.49619692,-2.083708276,U,NULL,UU,NULL
942126,South West,NULL,Gloucestershire,397010,225468,51.92772111,-2.044890394,U,NULL,UR,NULL
942147,West Midlands,NULL,Sandwell,402956,288342,52.49298294,-1.957891859,U,NULL,UU,NULL
942154,West Midlands,NULL,Walsall,405935,299867,52.59656729,-1.913813821,U,NULL,UU,NULL
942156,West Midlands,NULL,Birmingham,406417,282674,52.44199881,-1.90702392,U,NULL,UU,NULL
942173,West Midlands,NULL,Warwickshire,414900,252035,52.16638557,-1.783573134,C46,NULL,CR,NULL
942180,South West,NULL,Gloucestershire,416190,222690,51.90252136,-1.766092303,U,NULL,UR,NULL
942199,West Midlands,NULL,Coventry,433215,277239,52.39217358,-1.513334151,U,NULL,UU,NULL
942203,West Midlands,NULL,Warwickshire,434364,292593,52.53012981,-1.494874,U,NULL,UU,NULL
942207,West Midlands,NULL,Coventry,436038,276550,52.38580171,-1.471926168,U,NULL,UU,NULL
942230,East Midlands,NULL,Northamptonshire,453190,244623,52.09740032,-1.224951303,C54,NULL,CR,NULL
942234,East Midlands,NULL,Northamptonshire,454213,270106,52.3263809,-1.205946443,C62,NULL,CR,NULL
942235,East Midlands,NULL,Northamptonshire,454160,271260,52.3367598,-1.206538494,C62,NULL,CR,NULL
942238,East Midlands,NULL,Leicester,456635,297327,52.57082793,-1.165803285,c4605,NULL,CU,NULL
942240,South East,NULL,Oxfordshire,459320,204440,51.73554094,-1.14238492,U,NULL,UR,NULL
942252,South East,NULL,Buckinghamshire,473429,224483,51.9140479,-0.933861916,U,NULL,UR,NULL
942253,East Midlands,NULL,Northamptonshire,473539,261689,52.24847795,-0.924253773,C151,NULL,CU,NULL
942270,East Midlands,NULL,Northamptonshire,478421,250181,52.14436421,-0.855419195,C78,NULL,CR,NULL
942280,South East,NULL,Milton Keynes,485550,233060,51.98941615,-0.755550623,C9,NULL,CU,NULL
942282,South East,NULL,Milton Keynes,485889,239340,52.04581184,-0.749041696,U,NULL,UU,NULL
942289,East Midlands,NULL,Northamptonshire,488320,273770,52.35489075,-0.704638695,C90,NULL,CR,NULL
942294,South East,NULL,Buckinghamshire,494651,204919,51.73500141,-0.630752964,U,NULL,UR,NULL
942302,South West,NULL,Cornwall excluding Isles of Scilly,222280,107728,50.84171591,-4.525602193,C30,NULL,CR,NULL
942309,South West,NULL,Devon,239480,121970,50.97471377,-4.287789671,C461,NULL,CR,NULL
942313,Wales,NULL,Swansea,255100,195065,51.63567778,-4.095178152,C,NULL,CR,NULL
942314,Wales,NULL,Swansea,255192,187813,51.57054008,-4.090853182,C,NULL,CR,NULL
942329,Wales,NULL,Neath Port Talbot,275000,192620,51.61848328,-3.806919352,U,NULL,UU,NULL
942385,Wales,NULL,Cardiff,322040,178799,51.50272942,-3.124579227,U,NULL,UU,NULL
942386,Wales,NULL,Caerphilly,322400,191500,51.61695656,-3.122201306,B4591,NULL,BU,NULL
942400,Wales,NULL,Newport,335479,188867,51.5949395,-2.932840897,U,NULL,UU,NULL
942449,South West,NULL,"Bristol, City of",363471,176318,51.48462776,-2.527458617,U,NULL,UU,NULL
942450,South West,NULL,Somerset,364530,138810,51.14744633,-2.508464444,U,NULL,UR,NULL
942460,South West,NULL,South Gloucestershire,365984,177070,51.49154636,-2.491342203,U,NULL,UU,NULL
942473,South West,NULL,Dorset,373030,119200,50.97157977,-2.385482405,C21,NULL,CR,NULL
942481,South West,NULL,South Gloucestershire,376450,184220,51.55636887,-2.341078691,U,NULL,UR,NULL
942518,South West,NULL,Swindon,413500,186000,51.57271102,-1.806601406,C,NULL,CU,NULL
942536,South East,NULL,Oxfordshire,429250,195570,51.65816134,-1.57855172,U,NULL,UR,NULL
942544,South East,NULL,Hampshire,436796,115456,50.93738275,-1.477703729,U,NULL,UU,NULL
942567,South East,NULL,Hampshire,446153,115724,50.93912139,-1.344512564,C194,NULL,CR,NULL
942575,South East,NULL,Hampshire,451580,123890,51.01208743,-1.266124731,U,NULL,UR,NULL
942578,South East,NULL,West Berkshire,455554,164708,51.37871562,-1.203179351,U,NULL,UR,NULL
942582,South East,NULL,Hampshire,457736,116033,50.94085855,-1.179628172,U,NULL,UR,NULL
942593,South East,NULL,Hampshire,463191,106351,50.85323388,-1.103670375,U,NULL,UU,NULL
942605,South East,NULL,Hampshire,467460,105819,50.84796922,-1.043131059,U,NULL,UU,NULL
942607,South East,NULL,Hampshire,468254,109837,50.88400271,-1.031105994,U,NULL,UU,NULL
942609,South East,NULL,Reading,468197,172686,51.44906461,-1.020016623,U,NULL,UU,NULL
942635,South East,NULL,Hampshire,484775,130480,51.06740444,-0.791495086,C197,NULL,CR,NULL
942637,South East,NULL,Buckinghamshire,484604,191600,51.61687949,-0.779428884,U,NULL,UU,NULL
942644,South East,NULL,Buckinghamshire,485617,187345,51.57847738,-0.765838458,U,NULL,UU,NULL
942648,South East,NULL,Surrey,488319,155537,51.2921276,-0.734778618,U,NULL,UU,NULL
942758,South West,NULL,Devon,280866,60210,50.42962445,-3.678670617,U,NULL,UR,NULL
942759,South West,NULL,Devon,281145,77498,50.58508533,-3.68025262,C229,NULL,CR,NULL
942774,South West,NULL,Torbay,292955,56175,50.3956807,-3.507381065,U,NULL,UU,NULL
942798,South West,NULL,Poole,401550,98150,50.78292433,-1.979380307,U,NULL,UU,NULL
942808,South West,NULL,Poole,404530,92200,50.72940327,-1.937181325,U,NULL,UU,NULL
942822,South East,NULL,West Sussex,479500,97200,50.76895061,-0.874005256,C,NULL,CR,NULL
942849,East of England,NULL,Peterborough,517560,300460,52.58924032,-0.266097785,C,NULL,CU,NULL
942896,East of England,NULL,Norfolk,598356,336138,52.88610411,0.946737406,C316,NULL,CR,NULL
942897,East of England,NULL,Norfolk,598922,312552,52.67414974,0.940818803,C540,NULL,CU,NULL
942915,East of England,NULL,Norfolk,618610,319105,52.72538873,1.23589283,C245,NULL,CR,NULL
942931,East of England,NULL,Norfolk,631361,304260,52.58687668,1.413957901,C202,NULL,CR,NULL
942932,East of England,NULL,Norfolk,631066,308456,52.6246562,1.412540076,C440,NULL,CR,NULL
942935,East of England,NULL,Norfolk,635803,308702,52.62482883,1.482564907,U,NULL,UR,NULL
942945,East of England,NULL,Luton,507997,225671,51.91910251,-0.431094786,U,NULL,UU,NULL
942949,East of England,NULL,Peterborough,515851,299309,52.57926417,-0.291714712,U,NULL,UU,NULL
942953,East of England,NULL,Cambridgeshire,518753,281471,52.41835119,-0.255266125,U,NULL,UR,NULL
942954,East of England,NULL,Peterborough,520463,294520,52.53523152,-0.225423453,C,NULL,CR,NULL
942968,East of England,NULL,Hertfordshire,543955,225590,51.91024917,0.091383613,C15,NULL,CR,NULL
942971,East of England,NULL,Cambridgeshire,545100,258320,52.20401428,0.12190837,U,NULL,UU,NULL
942973,East of England,NULL,Cambridgeshire,549377,243742,52.07190464,0.178048035,C,NULL,CR,NULL
942974,East of England,NULL,Cambridgeshire,549610,265250,52.26506722,0.190918383,C,NULL,CR,NULL
942979,East of England,NULL,Cambridgeshire,554200,260600,52.22202812,0.25600285,C,NULL,CR,NULL
942980,East of England,NULL,Cambridgeshire,554354,281055,52.40573629,0.267630268,U,NULL,UR,NULL
943001,East of England,NULL,Suffolk,587002,269395,52.29085909,0.740534804,C651,NULL,CR,NULL
943007,East of England,NULL,Essex,595681,225281,51.89172293,0.842324007,C,NULL,CU,NULL
943015,East of England,NULL,Suffolk,602777,242620,52.04487257,0.955532841,C,NULL,CR,NULL
943020,East of England,NULL,Suffolk,606130,259700,52.19698293,1.014691591,C,NULL,CU,NULL
943051,East of England,NULL,Suffolk,649700,285666,52.41195738,1.670162025,C921,NULL,CR,NULL
943058,South East,NULL,Buckinghamshire,500460,190510,51.60447897,-0.550799362,U,NULL,UR,NULL
943071,South East,NULL,Surrey,505280,154104,51.27636717,-0.492041469,U,NULL,UR,NULL
943117,South East,NULL,Surrey,514480,167907,51.39865652,-0.355769123,U,NULL,UU,NULL
943142,East of England,NULL,Hertfordshire,519073,197246,51.66139295,-0.279867525,U,NULL,UU,NULL
943210,South East,NULL,Brighton and Hove,531882,105270,50.83195038,-0.12863795,U,NULL,UU,NULL
943234,South East,NULL,Surrey,534564,159187,51.31588969,-0.070525625,U,NULL,UU,NULL
943288,South East,NULL,East Sussex,546950,123580,50.99286543,0.092551612,C,NULL,CR,NULL
943318,South East,NULL,Kent,551740,154400,51.26855968,0.173720551,U,NULL,UU,NULL
943331,South East,NULL,East Sussex,571250,126286,51.01046528,0.439771673,C,NULL,CR,NULL
943333,South East,NULL,Kent,572680,150170,51.22460529,0.471562914,C66,NULL,CR,NULL
943363,South East,NULL,East Sussex,601500,119150,50.93658442,0.866495846,C,NULL,CR,NULL
943377,South East,NULL,Kent,620779,167445,51.36314267,1.170056007,U,NULL,UR,NULL
943401,Scotland,NULL,Comhairle nan Eilean Siar,134010,927710,58.15790251,-6.523529808,C,NULL,CR,NULL
944148,Yorkshire and The Humber,NULL,North Yorkshire,440040,506829,54.4552799,-1.383929323,C152,NULL,CR,NULL
944193,North West,NULL,Lancashire,332913,411880,53.59917626,-3.015200304,C106,NULL,CR,NULL
944216,North West,NULL,Lancashire,347530,438671,53.84162266,-2.798906666,U,NULL,UR,NULL
944217,North West,NULL,Lancashire,347620,477010,54.18617478,-2.804158028,C,NULL,CR,NULL
944220,North West,NULL,Lancashire,349190,408300,53.56883537,-2.76868851,U,NULL,UR,NULL
944253,North West,NULL,Lancashire,369178,444104,53.89219214,-2.470471109,C573,NULL,CR,NULL
944314,Yorkshire and The Humber,NULL,Kirklees,417779,410794,53.59342586,-1.732861108,U,NULL,UR,NULL
944423,Yorkshire and The Humber,NULL,North Yorkshire,466420,475570,54.1716361,-0.984041006,C89,NULL,CR,NULL
944426,Yorkshire and The Humber,NULL,North Yorkshire,467950,499900,54.39005928,-0.95509135,C62,NULL,CR,NULL
944435,Yorkshire and The Humber,NULL,North Yorkshire,471400,485430,54.2595676,-0.905429617,C20,NULL,CR,NULL
944471,Yorkshire and The Humber,NULL,North Yorkshire,497637,488708,54.28469028,-0.50172576,C71,NULL,CR,NULL
944608,Wales,NULL,Wrexham,327497,353150,53.07064584,-3.08355936,C,NULL,CR,NULL
944652,North West,NULL,West Cheshire,347145,364343,53.17355918,-2.792197316,C801,NULL,CR,NULL
944674,North West,NULL,West Cheshire,355630,378580,53.30230085,-2.667254991,U,NULL,UR,NULL
944736,West Midlands,NULL,Staffordshire,385085,304627,52.63918149,-2.221841136,C6,NULL,CR,NULL
944774,West Midlands,NULL,Staffordshire,400600,316324,52.74454117,-1.992550983,U,NULL,UR,NULL
944784,West Midlands,NULL,Staffordshire,402873,340410,52.9610527,-1.958677006,C9,NULL,CR,NULL
944844,East Midlands,NULL,Derbyshire,429559,361723,53.15183025,-1.559461112,U,NULL,UR,NULL
944855,East Midlands,NULL,Derbyshire,434104,365363,53.18427798,-1.491116036,C21,NULL,CR,NULL
944893,Yorkshire and The Humber,NULL,Rotherham,452480,389600,53.40062597,-1.212160039,C,NULL,CR,NULL
944946,East Midlands,NULL,Leicestershire,480820,335275,52.90883929,-0.799701837,U,NULL,UR,NULL
945228,West Midlands,NULL,"Herefordshire, County of",353193,233883,52.00140401,-2.683231093,U,NULL,UR,NULL
945262,South West,NULL,Gloucestershire,370910,228750,51.95647059,-2.424727089,U,NULL,UR,NULL
945317,South West,NULL,Gloucestershire,398006,204774,51.74166713,-2.030279741,U,NULL,UR,NULL
945338,West Midlands,NULL,Birmingham,405130,284040,52.45429248,-1.925936989,U,NULL,UU,NULL
945339,West Midlands,NULL,Warwickshire,407180,251491,52.16164759,-1.896453428,U,NULL,UR,NULL
945354,South West,NULL,Gloucestershire,413497,224030,51.9146402,-1.805181554,C,NULL,CR,NULL
945358,South West,NULL,Gloucestershire,416200,199370,51.69285259,-1.767028743,U,NULL,UR,NULL
945433,East Midlands,NULL,Leicestershire,452941,298811,52.58453884,-1.220064614,U,NULL,UU,NULL
945444,East Midlands,NULL,Leicestershire,457530,279950,52.41453308,-1.155595815,C7607,NULL,CR,NULL
945447,East Midlands,NULL,Leicestershire,458140,288870,52.49465057,-1.145077445,C6604,NULL,CR,NULL
945466,South East,NULL,Buckinghamshire,470090,231600,51.97845467,-0.980948755,U,NULL,UR,NULL
945531,South West,NULL,Devon,231722,111538,50.87877185,-4.393374696,C461,NULL,CR,NULL
945589,South West,NULL,Somerset,284860,132780,51.08275045,-3.645183676,U,NULL,UR,NULL
945595,South West,NULL,Devon,290511,115600,50.92942893,-3.559351399,C784,NULL,CR,NULL
945687,South West,NULL,Somerset,332420,107050,50.8589965,-2.961538077,U,NULL,UR,NULL
945713,South West,NULL,Somerset,340460,124670,51.01830935,-2.850206201,U,NULL,UR,NULL
945718,South West,NULL,Somerset,342252,137465,51.13353467,-2.826709643,C1301,NULL,CR,NULL
945731,South West,NULL,North Somerset,348438,162853,51.36239242,-2.741973682,C,NULL,CR,NULL
945789,South West,NULL,Somerset,371750,149380,51.24289205,-2.406084391,U,NULL,UR,NULL
945850,South West,NULL,Wiltshire,405330,157930,51.32045333,-1.924900915,C,NULL,CR,NULL
945906,South East,NULL,Hampshire,437910,121277,50.98965263,-1.461245647,C135,NULL,CR,NULL
946000,South East,NULL,Hampshire,473518,126251,51.03093296,-0.952977884,C18,NULL,CR,NULL
946029,South East,NULL,West Sussex,490940,127340,51.03823392,-0.704321358,U,NULL,UR,NULL
946038,South East,NULL,Surrey,494305,153189,51.27006205,-0.649575632,U,NULL,UR,NULL
946048,South West,NULL,Cornwall excluding Isles of Scilly,145840,32710,50.13987685,-5.558376581,U,NULL,UR,NULL
946189,South West,NULL,Devon,273662,59435,50.42115083,-3.779785642,C794,NULL,CR,NULL
946216,South West,NULL,Devon,287550,79160,50.60129562,-3.590320112,C121,NULL,CR,NULL
946371,East of England,NULL,Cambridgeshire,535230,306170,52.63643676,-0.003093846,U,NULL,UR,NULL
946508,South East,NULL,Buckinghamshire,500447,200395,51.69333113,-0.548151514,U,NULL,UR,NULL
946522,East of England,NULL,Bedford,505810,265020,52.27316248,-0.450678373,U,NULL,UR,NULL
946533,East of England,NULL,Bedford,510883,261398,52.23961416,-0.377548753,C,NULL,CR,NULL
946558,East of England,NULL,Hertfordshire,520295,233012,51.98255485,-0.249796391,C109,NULL,CU,NULL
946568,East of England,NULL,Hertfordshire,532720,210170,51.77447505,-0.077756584,C16,NULL,CR,NULL
946625,East of England,NULL,Cambridgeshire,568550,261900,52.22950476,0.46652606,U,NULL,UR,NULL
946637,East of England,NULL,Suffolk,575100,265460,52.25943639,0.564173925,C659,NULL,CR,NULL
946684,East of England,NULL,Suffolk,599650,239660,52.01942866,0.908272043,C,NULL,CR,NULL
946704,East of England,NULL,Suffolk,612720,248710,52.09582213,1.104091876,C461,NULL,CR,NULL
946768,South East,NULL,Surrey,502367,170251,51.42203859,-0.529149119,U,NULL,UU,NULL
946825,South East,NULL,West Sussex,527460,111060,50.88498045,-0.189382096,C,NULL,CR,NULL
946948,South East,NULL,Kent,584160,136550,51.09867858,0.628820566,U,NULL,UR,NULL
948023,London,NULL,Camden,529500,183000,51.53106722,-0.134452499,U,NULL,UU,NULL
948024,London,NULL,Brent,525100,183400,51.5356531,-0.19770891,U,NULL,UU,NULL
948041,London,NULL,Greenwich,545000,178000,51.48237571,0.086798744,U,NULL,UU,NULL
948043,London,NULL,Hackney,536500,185500,51.55188515,-0.032630409,U,NULL,UU,NULL
948049,London,NULL,Harrow,514100,190500,51.6017936,-0.353929503,U,NULL,UU,NULL
948052,London,NULL,Havering,556000,186000,51.5513276,0.248624634,U,NULL,UU,NULL
948063,London,NULL,Kensington and Chelsea,525500,179500,51.50051526,-0.193332278,U,NULL,UU,NULL
948075,London,NULL,Merton,526000,167500,51.39255956,-0.190401225,U,NULL,UU,NULL
948090,London,NULL,Tower Hamlets,536660,182900,51.52848263,-0.031332731,U,NULL,UU,NULL
948098,London,NULL,Westminster,528500,180000,51.50433525,-0.149953698,U,NULL,UU,NULL
950031,Scotland,NULL,Angus,351753,738953,56.54009207,-2.786156002,B961,NULL,BR,NULL
950080,North East,NULL,Sunderland,433744,548679,54.83181288,-1.476224319,B1284,NULL,BR,NULL
950094,North West,NULL,Wigan,365730,401060,53.50510699,-2.518157598,B5215,NULL,BU,NULL
950095,North West,NULL,Bury,378016,407580,53.56436981,-2.33338647,B6292,NULL,BU,NULL
950111,Yorkshire and The Humber,NULL,Wakefield,428660,418890,53.66571279,-1.567728514,B6128,NULL,BU,NULL
950124,Yorkshire and The Humber,NULL,North Lincolnshire,489300,408620,53.56660331,-0.653113233,B1450,NULL,BU,NULL
950126,Yorkshire and The Humber,NULL,East Riding of Yorkshire,493610,459000,54.01852771,-0.572772622,B1248,NULL,BR,NULL
950138,Wales,NULL,Wrexham,328770,345241,52.99973474,-3.062813618,B5097,NULL,BU,NULL
950148,West Midlands,NULL,Staffordshire,376534,350263,53.04910994,-2.351501214,B5500,NULL,BR,NULL
950149,North West,NULL,Trafford,377900,397435,53.4731794,-2.334418425,B5214,NULL,BU,NULL
950151,West Midlands,NULL,Staffordshire,384594,347620,53.02564665,-2.231141542,B5368,NULL,BU,NULL
950152,North West,NULL,Manchester,384959,392520,53.42925188,-2.227834425,B5093,NULL,BU,NULL
950169,East Midlands,NULL,Nottinghamshire,450220,345730,53.00653809,-1.253032883,B600,NULL,BU,NULL
950172,East Midlands,NULL,Nottinghamshire,455250,352450,53.06644442,-1.176931017,B683,NULL,BR,NULL
950174,East Midlands,NULL,Leicestershire,473330,312170,52.70224781,-0.916225562,B6047,NULL,BR,NULL
950225,West Midlands,NULL,Worcestershire,403610,264390,52.27764829,-1.948509309,B4504,NULL,BU,NULL
950239,West Midlands,NULL,Warwickshire,438806,287958,52.48816625,-1.429937324,B4112,NULL,BR,NULL
950280,South East,NULL,Hampshire,469598,108764,50.87419519,-1.012207325,B2150,NULL,BR,NULL
950284,South East,NULL,Hampshire,486093,150421,51.24647656,-0.767924631,B3007,NULL,BU,NULL
950301,South West,NULL,Torbay,291700,66430,50.48764207,-3.527997732,B3199,NULL,BU,NULL
950303,South West,NULL,Dorset,366570,77990,50.60066877,-2.473721472,C931,NULL,CU,NULL
950307,South East,NULL,Hampshire,428630,91690,50.72413402,-1.59576474,B3058,NULL,BR,NULL
950317,East Midlands,NULL,Lincolnshire,515672,354811,53.07800955,-0.27470847,B1189,NULL,BR,NULL
950321,East Midlands,NULL,Lincolnshire,531239,340918,52.94960195,-0.048105708,B1391,NULL,BR,NULL
950346,East of England,NULL,Essex,565521,233733,51.97741153,0.408543273,B1053,NULL,BR,NULL
950351,East of England,NULL,Suffolk,574720,251991,52.13858607,0.551671158,B1063,NULL,BR,NULL
950372,London,NULL,Merton,525336,167325,51.39113372,-0.200001493,B278,NULL,BU,NULL
950382,South East,NULL,East Sussex,570290,131010,51.05319102,0.428318098,B2087,NULL,BR,NULL
950383,South East,NULL,Kent,570860,142050,51.15220439,0.441664733,B2162,NULL,BR,NULL
950454,Scotland,NULL,Angus,325615,747885,56.61690253,-3.213668854,B952,NULL,BR,NULL
950457,Scotland,NULL,Angus,337015,755695,56.68872726,-3.029860686,U,NULL,UR,NULL
950461,Scotland,NULL,Fife,348010,705290,56.23729291,-2.840326365,B941,NULL,BR,NULL
950486,Scotland,NULL,East Renfrewshire,255000,650840,55.72919884,-4.310525686,B764,NULL,BR,NULL
950496,Scotland,NULL,Clackmannanshire,287410,694330,56.12837396,-3.812912279,B9096,NULL,BU,NULL
950499,Scotland,NULL,South Lanarkshire,296400,649070,55.72393078,-3.650975549,B7016,NULL,BR,NULL
950506,Scotland,NULL,Fife,335180,699790,56.18630826,-3.045926647,B932,NULL,BU,NULL
950528,North East,NULL,Northumberland,400960,637250,55.62882308,-1.986315248,B6525,NULL,BR,NULL
950531,North East,NULL,Northumberland,411310,629950,55.56310283,-1.822237911,B6348,NULL,BR,NULL
950543,North West,NULL,Cumbria,297594,513315,54.50477282,-3.582992234,B5345,NULL,BR,NULL
950546,Scotland,NULL,Dumfries & Galloway,311132,573779,55.0505293,-3.392535101,B725,NULL,BR,NULL
950549,North West,NULL,Cumbria,322458,524335,54.60820312,-3.202029033,B5292,NULL,BR,NULL
950565,North East,NULL,Durham,383229,520055,54.57542736,-2.260950257,B6276,NULL,BR,NULL
950573,North East,NULL,Northumberland,395918,569284,55.0180858,-2.065373191,B6318,NULL,BR,NULL
950591,North West,NULL,Lancashire,359503,429520,53.76045261,-2.615751255,B6230,NULL,BR,NULL
950594,Yorkshire and The Humber,NULL,North Yorkshire,368800,469230,54.1179851,-2.478808808,B6480,NULL,BR,NULL
950604,Yorkshire and The Humber,NULL,North Yorkshire,418560,465110,54.08157962,-1.717801548,B6265,NULL,BR,NULL
950655,Wales,NULL,Powys,323830,304580,52.63360561,-3.126911811,B4388,NULL,BR,NULL
950662,Wales,NULL,Wrexham,338910,354830,53.08717488,-2.91356586,B5102,NULL,BR,NULL
950695,East Midlands,NULL,Leicestershire,433276,311474,52.6999264,-1.509017441,B5002,NULL,BR,NULL
950698,East Midlands,NULL,Derbyshire,437792,346225,53.01200615,-1.43817523,B6179,NULL,BR,NULL
